tweet,sentiment
" Excellent, he will never know, lmao.",positive
Going to shawnee........I hate the long drive there...i just want to get all this paper work over with,negative
 probably because it`s getting chilly here,negative
 it would be cool if they had people make videos of themselves miming the song and make one big video  so EVERYONE can be in it.,positive
Well that was a fun evening,positive
THANKS GUYS! 200 FOLLOWERS,positive
 that blip is NOT to be misconstrued as qs on last night`s convo... it`s just a song i really love & that rocks my morning,positive
I`m thirsty in the middle of the night and get to the fridge only to find my Brand New bottle of Cran-Cherry juice gone....  FML moment!!,positive
_E Aw. well im sorry you don`t like July for those reasons,negative
" sux, I`m thinking of being an accountant. Mad monies! I`m a middleschool cafeteria manager  (25k/yr)",negative
ah **** ... my chest hurts now,negative
here again in school bored wanting  2 go home,negative
" wow. have a safe trip back home  and we`re all begging you, please come back to bloomington as soon as you can!",positive
pmg im very upset no just relasie hugh laurie isnt on  **** ohh,negative
 LOL freakinggg I worse a lookse shirt and shorts and sandals and it looks like its gonna rain outside  boo yahoo wearther,negative
my bf had to go to her dads for the week end. i will have 2 full days of bordom.,negative
Havin a bad weed first wisdom teeth then ran out of weed now I might be getting sick . . . if only i had more weed,negative
 Thought you might be interested in  http://tweetphoto.com. See who`s viewing your photos!,positive
" I like the idea of eliminating bludgers and beaters just tackling ppl, makes it nearly as dangerous as book quidditch",negative
It`s teddy chucking time,negative
" hope you have a great weekend Em, say hi to the fam for me",positive
IN PAIN. my big toe got stomped on during the hokey cokeu. it`s throbbing. anyone have any suggestions to heal it?,negative
 you are such a great person.,positive
 Around better..  How are you ?,positive
  im going to my inlaws tonight.  hopefully my new niece will be there!  who needs kids when my inlaws have them all for me!,positive
ughhh rejected from the 09 mediation program. SUCKSSSS.,negative
"hi everyone, hoping all of you have a good week",positive
_A_Tx lol i havent watched it yet..  congrats!,positive
 I am definitely ready... actually ahead of you... I already have a sun tan and I was out at the beach yesterday.,negative
Happy Meal - B.O.B. toy  http://tinyurl.com/cjtqaf,positive
work suckd.. another closing nite with 30 dollars pockeded..  i need a new job,negative
 http://twitpic.com/4t4jv - No joke my puppy Maddie looks EXACTLY like  Maui!!!  she`s so cute!!,positive
 Thanks for sharing it. Anything about COFFEE is good. I`m a big FAN!!! Can`t live w/o it.,positive
_shines92 aww that sucks,negative
 Had one of the female servers tell her **** looks big in those pants. She will worry all night long Lol,negative
animating an ad for work. One of my favorite things to do. So much so that I`m doing it on a saturday night for fun!,positive
watching 'That Thing You Do' on Comcast. Missing my boo like crrrrrazy!,negative
Missing my morning work out cause my bench press is back in Jakarta  goodluck diga! Test will be easy peasy! Hehehe,positive
My eyes hurt,negative
" I`m sorry, but x-men sucks... in a bad way!  ;p",negative
_benson loved the #MacarAMBER!!!,positive
Definition of senioritis: Me. About to go to chem II and calculus. Not good classes to feel like slackin,negative
"Hello dark hair! Well, my plans for today just got cancelled  make some better ones?!",negative
Getting rather annoyed at my notebook. I know it`s old and has got wrinkles but it`s never been this slow before,negative
 Thanks,positive
 Is it true there won`t be any Fantastic 4 sequels?  I wished they introduced a Franklin Richards character... will they?,positive
THE SUN IS SHINING< THE SKY IS FACKING BLUE< TELETUBBIES? I HAVE TO **** WORK.,negative
 That is the best sticker EVER. Also. I dig your hair. It`s gotten long since I`ve seen you last.,positive
"Im going to go to bed again, ear (both) infection, I am completely dizzy, yyyyuck! My stomach is hurting too  Peace-out loves",negative
cutting hair allll day  wish i was outside,negative
 Goooood Morning Melody! Wishing you a Wonderful Mother`s Day with your family!,positive
I feel like crying! One of my diamond earrings fell out my ear bc it was loose and I can`t find it. I`ve had them forever,negative
Ok this is a lot more boring then I thought  and matt has me on lockdown bc of moolah...,negative
 I have a great house to sell you!   Comes complete with a riding mower!!,positive
Regrettin some of the decisions I made,negative
" I`m sorry, that stinks.",negative
"What have you done for Mother`s Day?'*people who are a day behind us*'what will you be doing?' I took my Mom to Starbucks, she enjoyed it",positive
the fact my room is so hot is making me feel sick,negative
"Happy Mother`s Day to all mothers out there!  I am not one myself, but I have been called something along those lines",positive
Selling artwork+ risk game with the boys+ startrek= just what i needed. What a good day,positive
" yeah, now ranga makes sense",positive
 Not swine flu I hope! Take care of your health mate  Tell me about your business derek_bell.com,positive
Kinda feeling in a reggae mood.... hope you all enjoy the smoothness on this lovely weekend,positive
 hahahaha yay!!!! Lakers!!! And I would please like some of that dip!!,positive
Swimming party at my brothers tonight. I had an AWESOME time.  Since when am I a sissy about cold water?  Who am I?    LOVED TODAY!!!,positive
http://twitpic.com/4wppe - we are one hott couple  eventho this was a few yrs ago but we still r,positive
"i miss the jokes and making fun of ppl and throwing ideas for songs, movies, and shows at eachother the most.  that`ll never go away...",negative
 i can`t wait to hear your new album. i`m sure will be amazing.please just replay to me  i love you so much!!!!,positive
I think I`ve got invisible glass shards in my hands cause my fingers keep having painful pokey feelings,negative
" Heh, aye. I should have investigated properly first before asking  Does seem like it`s not the most obvious thing though.",negative
 Miss you my dear,negative
May the forth be with you .....,positive
  haha aww hun i bet you are more creative than me,positive
"Uh. Finally home, but completely wiped.",negative
Not feeling very well.,negative
"Popping out to see SAMSON AND DELILAH this arvo, hear it is good",positive
okay okay sleep for realz now! Goodnight!  ::waves to followers::,positive
"i`m awake, too early for my liking on a sunday...but i`m looking at my pictures  last night was bloody awesome, there are no words...",positive
Just heard a single i had been waiting MONTHS to hear....and...im disappointed.,negative
Fudge.... Just BS`d that whole paper.... So tired.... Ugh I hate school.....  time to sleep!!!!!!!!!!!,negative
Stu is actually SEVERLY sunburnt....it hurts!!!,negative
feels guility . sorry `bout that  http://plurk.com/p/wyqow,negative
  yer it is...poor little ****  but she well doesnt deserve the stick off everyone! cowell once again going against producer,negative
at the theatre.... seeing star trek for a second time becuase i am that cool,positive
 Cant wait to do some of those things,positive
HAPPY MOTHERS DAY  ASAP EVERYDAY!!!,positive
enjoying and exploring my n96 phone.. grr.. it`s awesome.. but i wanted the samsung omnia..,positive
http://tinyurl.com/oqsqz6 Grace`s FunZen magic mood tool for keeping her cool in the pool of real life which is now yours too,positive
Went shopping a lil... I deserve it... And now a night on the town in the big city of Norfolk,positive
_Thompson u may need this pill...i think u are crazy...here take on of mine,negative
Apperently ea knows my copy of the sims 3 is not legit and is upset,negative
_pinkapple Not much on for the weekend here. Off to Knox shortly & definitely must get into the garden. It`s a wee bit neglected.,positive
can`t sleep... havent finish my homework  **** IT !,negative
"Want to get my hands dirty with FubuMVC. http://bit.ly/J00ha, but the document is not yet complete",negative
" Hey, nothing wrong with that!",positive
just about to say goodbye to  and  two of the best interns that Elevate have ever had,positive
Watching one of my fav movies Sparkle  + go get food later!,positive
 i know... I don`t want to be left in our home by myself during the weekend...,negative
So lathargic... Definitely need today to rest. Sad bout havin to call out but mentally i needed to,negative
